Serial_Number	CASE_STATUS	EMPLOYER_NAME	SOC_NAME	JOB_TITLE	FULL_TIME_POSITION	PREVAILING_WAGE	YEAR	WORKSITE	lon	lat
3329	CERTIFIED	"CISCO SYSTEMS, INC."	MARKETING MANAGERS	PRODUCT MANAGER	Y	111862	2016	"BOXBOROUGH, MASSACHUSETTS"	-71.5167139	42.4834197
3330	CERTIFIED	"CITIZENS FINANCIAL GROUP, INC."	MARKETING MANAGERS	"DIRECTOR, ORIGINATION/CORPORATE COVERAGE"	Y	183477	2016	"HOUSTON, TEXAS"	-95.3698028	29.7604267
3331	CERTIFIED	MPHASIS CORPORATION	MARKETING MANAGER	BUSINESS DEVELOPMENT MANAGER	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3332	CERTIFIED	"GENENTECH, INC."	MARKETING MANAGERS	"MANAGER, PORTFOLIO PLANNING"	Y	130701	2016	"SOUTH SAN FRANCISCO, CALIFORNIA"	-122.4077498	37.654656
3333	CERTIFIED	WEST PUBLISHING CORPORATION	MARKETING MANAGERS	"MANAGER, PROPOSITION STRATEGY CORPORATE INVESTIGATIVE"	Y	128200	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3334	CERTIFIED	SSB FOODS LLC	MARKETING MANAGERS	MARKETING MANAGER	Y	83470	2016	"WOBURN, MASSACHUSETTS"	-71.1522765	42.4792618
3335	CERTIFIED	"JOBVITE, INC."	MARKETING MANAGERS	DIRECTOR OF MARKETING	Y	144893	2016	"SAN MATEO, CALIFORNIA"	-122.3255254	37.5629917
3336	CERTIFIED	"DEPUY ORTHOPAEDICS, INC."	MARKETING MANAGERS	STRATEGIC PLANNING MANAGER	Y	134930	2016	"WEST CHESTER, PENNSYLVANIA"	-75.6054882	39.9606643
3337	CERTIFIED	EL CHAO INTERNATIONAL INC	MARKETING MANAGERS	MARKETING COORDINATOR	N	55182.4	2016	"DORAL, FLORIDA"	-80.3553302	25.8195424
3338	CERTIFIED	GE HEALTHCARE BIO-SCIENCES CORP.	MARKETING MANAGERS	PRODUCT MANAGER	Y	128794	2016	"MARLBOROUGH, MASSACHUSETTS"	-71.5522874	42.3459271
3339	CERTIFIED	"HILTON WORLDWIDE, INC."	MARKETING MANAGERS	MARKETING MANAGER	N	28954	2016	"TUMON, NA"	144.7878689	13.4970205
3340	CERTIFIED	"JOBVITE, INC."	MARKETING MANAGERS	DIRECTOR OF MARKETING	Y	144893	2016	"SAN MATEO, CALIFORNIA"	-122.3255254	37.5629917
3341	CERTIFIED	MAYO CLINIC	MARKETING MANAGERS	TECH IP DEVELOPMENT MANAGER - MCV	Y	74110	2016	"ROCHESTER, MINNESOTA"	-92.4801989	44.0121221
3342	CERTIFIED	"UTC FIRE & SECURITY AMERICAS CORPORATION, INC."	MARKETING MANAGERS	INTERNATIONAL STRATEGIC PRICING MANAGER	Y	87464	2016	"PITTSFORD, NEW YORK"	-77.5149969	43.0906186
3343	CERTIFIED-WITHDRAWN	SEARS HOLDINGS MANAGEMENT CORPORATION	MARKETING MANAGERS	"DIRECTOR, PRODUCT ENGAGEMENT"	Y	101700	2016	"HOFFMAN ESTATES, ILLINOIS"	-88.1227199	42.0629915
3344	CERTIFIED	HEWLETT PACKARD ENTERPRISE COMPANY	MARKETING MANAGERS	"DIRECTOR, CHANNEL MARKETING"	Y	185524	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
3345	CERTIFIED	HEWLETT PACKARD ENTERPRISE COMPANY	MARKETING MANAGERS	"DIRECTOR, MARKETING COMMUNICATION"	Y	231709	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
3346	CERTIFIED	"STELLA & DOT, LLC"	MARKETING MANAGERS	PRODUCT MANAGER DATA OPTIMIZATION	Y	110074	2016	"SAN BRUNO, CALIFORNIA"	-122.4110835	37.6304904
3347	CERTIFIED	"THE OGILVY GROUP, LLC - OGILVY & MATHER"	MARKETING MANAGERS	SENIOR CONSULTANT MARKETING ANALYTICS	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3348	CERTIFIED	SHARKNINJA OPERATING LLC	MARKETING MANAGERS	SENIOR PRODUCT MANAGER	Y	111862	2016	"NEWTON, MASSACHUSETTS"	-71.2092214	42.3370413
3349	CERTIFIED	"GEOMETRY GLOBAL, LLC"	MARKETING MANAGERS	"ASSOCIATE DIRECTOR, ANALYTICS"	Y	96013	2016	"AKRON, OHIO"	-81.5190053	41.0814447
3350	CERTIFIED	"TPF SOFTWARE, INC."	MARKETING MANAGERS	DIRECTOR OF PRODUCTS	Y	94162	2016	"FRISCO, TEXAS"	-96.8236116	33.1506744
3351	CERTIFIED	FROST & SULLIVAN	MARKETING MANAGERS	RESEARCH MANAGER (MEASUREMENT & INSTRUMENTATION)	Y	83990	2016	"SAN ANTONIO, TEXAS"	-98.4936282	29.4241219
3352	CERTIFIED	"SEPHORA USA, INC."	MARKETING MANAGERS	SENIOR PRODUCT MANAGER - MOBILE	Y	110074	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3353	CERTIFIED	"ZIMMER DENTAL, INC"	MARKETING MANAGERS	BRAND MANAGER	Y	101900	2016	"CARLSBAD, CALIFORNIA"	-117.3505939	33.1580933
3354	CERTIFIED	"GEORGIA PACIFIC CONSUMER PRODUCTS, LP"	MARKETING MANAGERS	SENIOR MANAGER - PRICING STRATEGY	Y	109512	2016	"ATLANTA, GEORGIA"	-84.3879824	33.7489954
3355	CERTIFIED	"NETFLIX, INC."	MARKETING MANAGERS	"MANAGER, MARKETING PLANNING AND ANALYSIS"	Y	187907	2016	"LOS GATOS, CALIFORNIA"	-121.9623751	37.2358078
3356	CERTIFIED	REVLON CONSUMER PRODUCTS CORPORATION	MARKETING MANAGERS	BRAND MANAGER	Y	108493	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3357	CERTIFIED	LINKEDIN CORPORATION	MARKETING MANAGERS	"SENIOR MANAGER, BUSINESS DEVELOPMENT"	Y	187907	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
3358	CERTIFIED	"THE GAP, INC."	MARKETING MANAGERS	"DIRECTOR, BRAND EXPERIENCE"	Y	144893	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3359	CERTIFIED	"FANATICS RETAIL GROUP FULFILLMENT, INC."	MARKETING MANAGERS	"MANAGER, INTERNET MARKETING"	Y	155542	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
3360	CERTIFIED	IMPERIAL PACIFIC INTERNATIONAL (CNMI) LLC	MARKETING MANAGERS	VICE PRESIDENT OF CORPORATE MARKETING	N	68286	2016	"SAIPAN, NA"	145.7297891	15.1515153
3361	CERTIFIED	"SIEMENS ENERGY, INC."	MARKETING MANAGERS	BUSINESS DEVELOPMENT SPECIALIST	Y	152090	2016	"HOUSTON, TEXAS"	-95.3698028	29.7604267
3362	CERTIFIED	"ZIMMER, INC."	MARKETING MANAGERS	BRAND MANAGER	N	64126	2016	"WARSAW, INDIANA"	-85.8530469	41.2381
3363	CERTIFIED	"NETFLIX, INC."	MARKETING MANAGERS	"MANAGER, SOCIAL MEDIA MARKETING"	Y	174658	2016	"BEVERLY HILLS, CALIFORNIA"	-118.4003563	34.0736204
3364	CERTIFIED	HEWLETT PACKARD ENTERPRISE COMPANY	MARKETING MANAGERS	"MANAGER, PSS LIFE CYCLE MARKETING"	Y	155542	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
3365	CERTIFIED-WITHDRAWN	"SIBLING GROUP HOLDINGS, INC."	MARKETING MANAGERS	INTERNATIONAL MARKETING AND COMMUNICATIONS COORDINATOR	N	58843	2016	"ORLANDO, FLORIDA"	-81.3792365	28.5383355
3366	CERTIFIED	"ATWOOD OCEANICS MANAGEMENT, INC"	MARKETING MANAGERS	"DIRECTOR, INTERNATIONAL MARKETING"	Y	120723	2016	"HOUSTON, TEXAS"	-95.3698028	29.7604267
3367	CERTIFIED	"CHANGE.ORG, INC."	MARKETING MANAGERS	PRODUCT MANAGER	Y	144893	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3368	CERTIFIED-WITHDRAWN	INMOBI INC.	MARKETING MANAGERS	BRAND MARKETING DIRECTOR	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3369	CERTIFIED	ESSENCE DIGITAL INC.	MARKETING MANAGERS	SENIOR SEARCH & BIDDABLE MANAGER	Y	110074	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3370	CERTIFIED	"OPPORTUNITY FINANCIAL, LLC"	MARKETING MANAGERS	MARKETING MANAGER	N	69618	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
3371	CERTIFIED-WITHDRAWN	LINKEDIN CORPORATION	MARKETING MANAGERS	SENIOR PRODUCT MANAGER	Y	141863	2016	"MOUNTAIN VIEW, CALIFORNIA"	-122.0838511	37.3860517
3372	CERTIFIED	"BIOGEN, INC."	MARKETING MANAGERS	"DIRECTOR, DIGITAL CUSTOMER INSIGHTS"	Y	168667	2016	"CAMBRIDGE, MASSACHUSETTS"	-71.1097335	42.3736158
3373	CERTIFIED	"RAZORFISH, LLC"	MARKETING MANAGERS	"GROUP DIRECTOR, DATA ANALYTICS"	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3374	CERTIFIED	AMERICAN PHYSICAL SOCIETY	MARKETING MANAGERS	PUBLISHER	Y	186701	2016	"COLLEGE PARK, MARYLAND"	-76.93776	38.9896967
3375	CERTIFIED	"MULESOFT, INC."	MARKETING MANAGERS	"SENIOR PRODUCT MANAGER, PLATFORM"	Y	144893	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3376	CERTIFIED	"TICTAIL, INC."	MARKETING MANAGERS	CHIEF MARKETING OFFICER	Y	215405	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3377	CERTIFIED	"NORGREN AUTOMATION SOLUTIONS, LLC"	MARKETING MANAGERS	MARKETING AND INSIDE SALES MANAGER	Y	83533	2016	"SALINE, MICHIGAN"	-83.7816075	42.1667072
3378	CERTIFIED	BRUEL & KJAER NORTH AMERICA INC.	MARKETING MANAGER	TELECOM MARKET ANALYST	N	69410	2016	"APTOS, CALIFORNIA"	NA	NA
3379	CERTIFIED	"HILL-ROM COMPANY, INC."	MARKETING MANAGERS	MANAGER CUSTOMER & MARKET RESEARCH	N	69618	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
3380	CERTIFIED	D2L LTD.	MARKETING MANAGERS	PRODUCT MANAGER	Y	123198	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
3381	CERTIFIED	"TENNIS ADVISORS, LLC"	MARKETING MANAGERS	TALENT BRAND MANAGER	N	54861	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3382	CERTIFIED	NORTH CAROLINA STATE UNIVERSITY	MARKETING MANAGERS	ASSOCIATE DIRECTOR	Y	105851	2016	"RALEIGH, NORTH CAROLINA"	-78.6381787	35.7795897
3383	CERTIFIED	"LAKE COUNTY SPORTS SERVICES, LLC"	MARKETING MANAGERS	BUSINESS DEVELOPMENT DIRECTOR	Y	86133	2016	"HOWEY IN THE HILLS, FLORIDA"	NA	NA
3384	CERTIFIED	"CISCO SYSTEMS, INC."	MARKETING MANAGERS	PRODUCT MANAGER	Y	83470	2016	"BOXBOROUGH, MASSACHUSETTS"	-71.5167139	42.4834197
3385	CERTIFIED	"SMARTTHINGS, INC."	MARKETING MANAGERS	GLOBAL BUSINESS DEVELOPMENT MANAGER	Y	123198	2016	"PALO ALTO, CALIFORNIA"	-122.1430195	37.4418834
3386	CERTIFIED	ERICSSON INC.	MARKETING MANAGERS	MARKETING MANAGER	Y	114500	2016	"PLANO, TEXAS"	-96.6988856	33.0198431
3387	CERTIFIED	"KAIROS TECHNOLOGIES, INC."	MARKETING MANAGERS	MARKETING MANAGER	Y	118643	2016	"IRVING, TEXAS"	-96.9488945	32.8140177
3388	CERTIFIED	"MOVE, INC"	MARKETING MANAGERS	"SR PRODUCT MANAGER, MOBILE"	Y	123198	2016	"SAN JOSE, CALIFORNIA"	-121.8863286	37.3382082
3389	CERTIFIED	AMERICAN MUSIC AND SOUND LLC	MARKETING MANAGERS	MARKETING MANAGER - ALLEN AND HEATH BRAND	Y	81952	2016	"NEWBURY PARK, CALIFORNIA"	-118.9070887	34.1805403
3390	CERTIFIED	"JUNIPER NETWORKS, INC."	MARKETING MANAGERS	PRODUCT MANAGER STAFF	Y	155542	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
3391	CERTIFIED	"WUXI APPTEC SALES, LLC"	MARKETING MANAGERS	"DIRECTOR, BUSINESS DEVELOPMENT"	Y	99528	2016	"PLAINSBORO, NEW JERSEY"	-74.585292	40.3382543
3392	CERTIFIED	"CISCO SYSTEMS, INC."	MARKETING MANAGERS	PRODUCT MANAGER	Y	110947	2016	"SAN JOSE, CALIFORNIA"	-121.8863286	37.3382082
3393	CERTIFIED	"WUXI APPTEC SALES, LLC"	MARKETING MANAGERS	"DIRECTOR, BUSINESS DEVELOPMENT"	Y	99528	2016	"PLAINSBORO, NEW JERSEY"	-74.585292	40.3382543
3394	CERTIFIED	TRANSUNION LLC	MARKETING MANAGERS	DIRECTOR OF MARKET STRATEGY	Y	96491	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
3395	CERTIFIED	AMAZON CORPORATE LLC	MARKETING MANAGERS	CONTENT MANAGER	Y	89565	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
3396	CERTIFIED	"WAL-MART ASSOCIATES, INC."	MARKETING MANAGERS	PRINCIPAL PRODUCT MANAGER	Y	144893	2016	"SAN BRUNO, CALIFORNIA"	-122.4110835	37.6304904
3397	CERTIFIED	SIVAS LANGUAGE ACADEMY AND TEST PREP LLC	MARKETING MANAGERS	MARKETING MANAGER	Y	112486	2016	"WEST LAFAYETTE, INDIANA"	-86.9080655	40.4258686
3398	CERTIFIED	"DUOLINGO, INC."	MARKETING MANAGERS	"V.P., MARKETING"	Y	147306	2016	"PITTSBURGH, PENNSYLVANIA"	-79.9958864	40.4406248
3399	CERTIFIED	"HILTON WORLDWIDE, INC."	MARKETING MANAGERS	MARKETING MANAGER	N	28954	2016	"TUMON, NA"	144.7878689	13.4970205
3400	CERTIFIED	"NINTEX USA, LLC"	MARKETING MANAGERS	PRODUCT MARKETING MANAGER	Y	89565	2016	"BELLEVUE, WASHINGTON"	-122.2015159	47.6101497
3401	CERTIFIED	ICROSSING INC.	MARKETING MANAGERS	"ASSOCIATE DIRECTOR, STRATEGY"	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3402	CERTIFIED	AMAZON CORPORATE LLC	MARKETING MANAGERS	BRAND MANAGER	Y	78902	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
3403	CERTIFIED	"LOOKOUT, INC."	MARKETING MANAGERS	"SENIOR PRODUCT MANAGER, CONSUMER"	Y	144893	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3404	CERTIFIED	"INITIATIVE MEDIA, LLC"	MARKETING MANAGERS	"EXECUTIVE VICE PRESIDENT, CHIEF STRATEGY OFFICER, GLOBAL"	Y	215405	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3405	CERTIFIED	REVLON CONSUMER PRODUCTS CORPORATION	MARKETING MANAGERS	"MARKETING DIRECTOR, CATEGORY DEVELOPMENT"	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3406	CERTIFIED	"GOOD 2 GO STORES, LLC"	MARKETING MANAGERS	CHIEF MARKETING OFFICER	Y	77147	2016	"IDAHO FALLS, IDAHO"	-112.0339645	43.4916514
3407	CERTIFIED	"GILT CITY, INC."	MARKETING MANAGERS	"DIRECTOR, BUSINESS DEVELOPMENT"	Y	106500	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3408	CERTIFIED	"G.H. FINANCIALS, LLC"	MARKETING MANAGERS	GLOBAL HEAD OF MARKETING AND SALES	Y	123386	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
3409	CERTIFIED	"OSRAM SYLVANIA, INC."	MARKETING MANAGERS	PRODUCT MARKETING MANAGER II	Y	83470	2016	"WILMINGTON, MASSACHUSETTS"	-71.1724467	42.5481714
3410	CERTIFIED	CELANESE CORPORATION	MARKETING MANAGERS	INVESTOR RELATIONS DIRECTOR	Y	143146	2016	"IRVING, TEXAS"	-96.9488945	32.8140177
3411	CERTIFIED	APPLE INC.	MARKETING MANAGERS	MARKETING MANAGER	Y	155542	2016	"CUPERTINO, CALIFORNIA"	-122.0321823	37.3229978
3412	CERTIFIED	LINKEDIN CORPORATION	MARKETING MANAGERS	SR. PRODUCT MANAGER	Y	121443	2016	"MOUNTAIN VIEW, CALIFORNIA"	-122.0838511	37.3860517
3413	CERTIFIED	APPLE INC.	MARKETING MANAGERS	MARKETING MANAGER	Y	187907	2016	"CUPERTINO, CALIFORNIA"	-122.0321823	37.3229978
3414	CERTIFIED	"CLIKHOME,INC."	MARKETING MANAGERS	MARKETING MANAGER	N	53892.8	2016	"CEDAR RAPIDS, IOWA"	-91.6656232	41.9778795
3415	CERTIFIED	APPLE INC.	MARKETING MANAGERS	"SENIOR MANAGER, GLOBAL CONTENT STRATEGY"	Y	174658	2016	"CULVER CITY, CALIFORNIA"	-118.3964665	34.0211224
3416	CERTIFIED	APPLE INC.	MARKETING MANAGERS	MARKETING MANAGER	Y	123198	2016	"CUPERTINO, CALIFORNIA"	-122.0321823	37.3229978
3417	CERTIFIED	"ILLUMINA, INC."	MARKETING MANAGERS	PRODUCT MANAGER	Y	110074	2016	"REDWOOD CITY, CALIFORNIA"	-122.2363548	37.4852152
3418	CERTIFIED	"HOLDEN ADVISORS, CORP."	MARKETING MANAGERS	PRICING CONSULTANT	N	69867	2016	"BEACHWOOD, OHIO"	-81.5087322	41.4644979
3419	CERTIFIED-WITHDRAWN	"VERIZON BUSINESS NETWORK SERVICES, INC."	MARKETING MANAGERS	MANAGER-MARKETING	Y	104800	2016	"BASKING RIDGE, NEW JERSEY"	-74.5493284	40.7066174
3420	CERTIFIED	"PHARMACYCLICS, INC."	MARKETING MANAGERS	"MANAGER, MARKETING ANALYSIS"	Y	123198	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
3421	CERTIFIED	"SALESFORCE.COM, INC."	MARKETING MANAGERS	"SR. MANAGER, PRICING STRATEGY"	Y	144893	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3422	CERTIFIED	"ATLANTA FALCONS FOOTBALL CLUB, LLC"	MARKETING MANAGERS	SPONSORSHIP SALES EXECUTIVE	Y	88670	2016	"FLOWERY BRANCH, GEORGIA"	-83.9251809	34.1851017
3423	CERTIFIED	TIBCO SOFTWARE INC.	MARKETING MANAGERS	"DIRECTOR, PRODUCT MANAGEMENT INTEGRATION"	Y	155542	2016	"PALO ALTO, CALIFORNIA"	-122.1430195	37.4418834
3424	CERTIFIED	SEARS HOLDINGS MANAGEMENT CORPORATION	MARKETING MANAGERS	"MANAGER, PRICING STRATEGY"	Y	96491	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
3425	CERTIFIED	INMOBI INC.	MARKETING MANAGERS	HEAD (DIRECTOR) OF DEVELOPER MARKETING	Y	179733	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3426	CERTIFIED	THOMSON REUTERS (MARKETS) LLC	MARKETING MANAGERS	PROPOSITION AND STRATEGY MANAGER	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3427	CERTIFIED	"SALESFORCE.COM, INC."	MARKETING MANAGERS	"DIRECTOR, SALES STRATEGY AND OPERATIONS"	Y	144893	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3428	CERTIFIED	"INTEGRATION APPLIANCE, INC."	MARKETING MANAGERS	TECHNICAL PRODUCT SPECIALIST	Y	119466	2016	"PALO ALTO, CALIFORNIA"	-122.1430195	37.4418834
3429	CERTIFIED	THE STUDENT LOAN CORPORATION	MARKETING MANAGERS	PRODUCT MANAGER	Y	99972	2016	"RIVERWOODS, ILLINOIS"	-87.897014	42.1675254
3430	CERTIFIED	"OSRAM SYLVANIA, INC."	MARKETING MANAGERS	PRODUCT MARKETING MANAGER II	Y	171371	2016	"NORTHVILLE, MICHIGAN"	-83.4832692	42.4311464
3431	CERTIFIED	NIIT TECHNOLOGIES INC.	MARKETING MANAGERS	SENIOR BUSINESS DEVELOPMENT MANAGER	Y	109512	2016	"ATLANTA, GEORGIA"	-84.3879824	33.7489954
3432	CERTIFIED	"DUO SECURITY, INC."	MARKETING MANAGERS	DIRECTOR OF PRODUCT MARKETING	Y	144893	2016	"SAN MATEO, CALIFORNIA"	-122.3255254	37.5629917
3433	CERTIFIED	"ATLASSIAN, INC."	MARKETING MANAGERS	PRINCIPAL PRODUCT MANAGER	Y	144893	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3434	CERTIFIED	NEWGEN SOFTWARE INC.	MARKETING MANAGERS	SENIOR MARKETING ANALYST-LIFE SCIENCES AND HEALTHCARE SOL.	Y	124197	2016	"TAMPA, VIRGINIA"	NA	NA
3435	CERTIFIED	"CLOUDFLARE, INC."	MARKETING MANAGERS	PARTNER ACCOUNT MANAGER	Y	110074	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3436	CERTIFIED	GOOGLE INC.	MARKETING MANAGERS	AGENCY LEAD	Y	111228	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3437	CERTIFIED	"CLOUDFLARE, INC."	MARKETING MANAGERS	SPECIAL PROJECTS	Y	144893	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3438	CERTIFIED	GE HEALTHCARE IITS USA CORP.	MARKETING MANAGERS	GLOBAL PRODUCT MARKETING MANAGER	Y	140275	2016	"BOSTON, MASSACHUSETTS"	-71.0588801	42.3600825
3439	CERTIFIED	"VIVINT, INC."	MARKETING MANAGERS	PROGRAM MANAGER	Y	91790	2016	"LEHI, UTAH"	-111.8507662	40.3916172
3440	CERTIFIED	SALESFORCE.COM INC.	MARKETING MANAGERS	RVP COMMERCIAL SALES	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3441	CERTIFIED	"ELEVATE CREDIT SERVICE, LLC"	MARKETING MANAGERS	"DIRECTOR, ONLINE MARKETING"	Y	117666	2016	"FORT WORTH, TEXAS"	-97.3307658	32.7554883
3442	CERTIFIED	"TWITTER, INC."	MARKETING MANAGERS	LEAD AMPLIFY DEVELOPMENT MANAGER	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3443	WITHDRAWN	"GENENTECH USA, INC."	MARKETING MANAGERS	SENIOR STRATEGY MANAGER	Y	144893	2016	"SOUTH SAN FRANCISCO, CALIFORNIA"	-122.4077498	37.654656
3444	WITHDRAWN	"OPOWER, INC."	MARKETING MANAGERS	PRODUCT MANAGER - OUTBOUND PLATFORM AND DELIVERY	Y	97800	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3445	CERTIFIED	HILTON RESORTS CORPORATION	MARKETING MANAGERS	MARKETING MANAGER	N	42058	2016	"TUMON, NA"	144.7878689	13.4970205
3446	CERTIFIED	ICON CLINICAL RESEARCH LLC	MARKETING MANAGERS	"PRINCIPAL, U.S. HEAD OF HEALTH ECONOMICS AND EPIDEMIOLOGY"	Y	135800	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3447	CERTIFIED	"SAMSUNG SEMICONDUCTOR, INC."	MARKETING MANAGERS	TECHNICAL MARKETING MANAGER	Y	122241	2016	"SAN JOSE, CALIFORNIA"	-121.8863286	37.3382082
3448	CERTIFIED	"GENERAL MILLS, INC."	MARKETING MANAGERS	MARKETING MANAGER	Y	110200	2016	"MINNEAPOLIS, MINNESOTA"	-93.2650108	44.977753
3449	CERTIFIED	"GENENTECH USA, INC."	MARKETING MANAGERS	SENIOR STRATEGY MANAGER	Y	144893	2016	"SOUTH SAN FRANCISCO, CALIFORNIA"	-122.4077498	37.654656
3450	CERTIFIED	"WYNDHAM HOTEL GROUP, LLC"	MARKETING MANAGERS	"SR. DIRECTOR, MARKETING LOYALTY AND DISTRIBUTION"	Y	192670.4	2016	"PARSIPPANY, NEW JERSEY"	-74.4173877	40.8652865
3451	DENIED	LINKS WORLD GROUP LLC	MARKETING MANAGERS	MARKETING SPECIALIST FOR LATIN AMERICA	N	55182	2016	"MIAMI, FLORIDA"	-80.1917902	25.7616798
3452	CERTIFIED	SIMMONS RESEARCH LLC	MARKETING MANAGERS	"SENIOR DIRECTOR, PRODUCT MANAGEMENT"	Y	215405	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3453	CERTIFIED	"OPOWER, INC."	MARKETING MANAGERS	PRODUCT MANAGER - OUTBOUND PLATFORM AND DELIVERY	Y	97800	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3454	CERTIFIED	THE KRAFT HEINZ COMPANY	MARKETING MANAGERS	"ASSOCIATE DIRECTOR, CP SALES"	Y	101795	2016	"SAN RAMON, CALIFORNIA"	-121.9780153	37.7799273
3455	CERTIFIED	"THINKCOMMERCE GROUP, LLC"	MARKETING MANAGERS	MARKETING MANAGER	Y	81890	2016	"MIAMI, FLORIDA"	-80.1917902	25.7616798
3456	CERTIFIED	"TYCO ELECTRONICS CORPORATION, A TE CONNECTIVITY LTD. COMPANY"	MARKETING MANAGERS	DIRECTOR STRATEGY	Y	168397	2016	"BERWYN, PENNSYLVANIA"	-75.4395931	40.045824
3457	CERTIFIED	"MONEYHILL, LLC"	MARKETING MANAGERS	"MANAGER, PRODUCT AND BUSINESS DEVELOPMENT"	Y	96491	2016	"HOFFMAN ESTATES, ILLINOIS"	-88.1227199	42.0629915
3458	CERTIFIED	"THE POKEMON COMPANY INTERNATIONAL, INC."	MARKETING MANAGERS	"SR. MANAGER, BUSINESS DEVELOPMENT"	Y	115565	2016	"BELLEVUE, WASHINGTON"	-122.2015159	47.6101497
3459	CERTIFIED	"PAYLESS SHOESOURCE, INC."	MARKETING MANAGERS	VICE PRESIDENT OF FRANCHISING AND INTERNATIONAL BUSINESS DEV	Y	153026	2016	"TOPEKA, KANSAS"	-95.6890185	39.0558235
3460	CERTIFIED	"CISCO SYSTEMS, INC."	MARKETING MANAGERS	PRODUCT MANAGER	Y	137355	2016	"PLEASANTON, CALIFORNIA"	-121.8746789	37.6624312
3461	CERTIFIED	"REDSEAL, INC."	MARKETING MANAGERS	PRODUCT MANAGER	Y	123198	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
3462	CERTIFIED	"INTERNATIONAL FLAVORS &AMP; FRAGRANCES, INC."	MARKETING MANAGERS	SENIOR SCENT DESIGN MANAGER	Y	144123	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
3463	CERTIFIED	"CHARLES SCHWAB AND COMPANY, INC."	MARKETING MANAGERS	SENIOR MANAGER PRODUCT STRATEGY AND DEVELOPMENT	Y	110074	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
3464	WITHDRAWN	"REDSEAL NETWORKS, INC."	MARKETING MANAGERS	PRODUCT MANAGER	Y	123198	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
